question_id,domain_id,difficulty,question_text,is_multi,option_a,option_b,option_c,option_d,option_e,correct_answer,source
1260,3,hard,Which common query problems are identified by the Query Profile? (Choose two.),TRUE,Syntax error,Inefficient pruning,Ambiguous column names,Queries too large to fit in memory,Object does not exist or not authorized,"B,D",MANUAL
1261,3,easy,"While running a query on a virtual warehouse in auto-scale mode, additional clusters are started immediately if which setting is configured?",FALSE,MAX_CLUSTER_COUNT is increased and new_max_clusters is greater than running_clusters,MAX_CLUSTER_COUNT is decreased and new_max_clusters is less than running_clusters,MIN_CLUSTER_COUNT is increased and new_min_clusters is greater than running_clusters,MIN_CLUSTER_COUNT is decreased and new_min_clusters is less than running_clusters,,C,MANUAL
1262,2,easy,"Which Snowflake role can manage any object grant globally, including modifying and revoking grants?",FALSE,USERADMIN,ORGADMIN,SYSADMIN,SECURITYADMIN,,D,MANUAL
1263,5,medium,What is the MINIMUM permission needed to access a file URL from an external stage?,FALSE,MODIFY,READ,SELECT,USAGE,,D,MANUAL
1264,6,medium,What is the minimum Snowflake edition that provides multi-cluster warehouses and up to 90 days of Time Travel?,FALSE,Standard,Premier,Enterprise,Business Critical Edition,,C,MANUAL
1265,4,hard,"In the Data Exchange, who can get or request data from the listings? (Choose two.)",TRUE,Users with ACCOUNTADMIN role,Users with SYSADMIN role,Users with ORGADMIN role,Users with IMPORT SHARE privilege,Users with MANAGE GRANTS privilege,"A,D",MANUAL
1266,1,easy,What does Snowflake attempt to do if any of the compute resources for a virtual warehouse fail to provision during start-up?,FALSE,Repair the failed resources.,Restart the failed resources.,Queue the failed resources.,Provision the failed resources.,,D,MANUAL
1267,2,easy,How does Snowflake define its approach to Discretionary Access Control (DAC)?,FALSE,A defined level of access to an object.,An entity to which access can be granted.,"Each object has an owner, who can in turn grant access to that object.","Access privileges are assigned to roles, which are in turn assigned to users.",,C,MANUAL
1268,4,easy,Which command is used to take away staged files from a Snowflake stage after a successful data ingestion?,FALSE,DELETE,DROP,REMOVE,TRUNCATE,,C,MANUAL
1269,5,medium,The Snowflake VARIANT data type imposes a 16 MB size limit on what?,FALSE,An individual row,An individual column,A view,A file in a stage,,A,MANUAL
1270,5,easy,Which Snowflake feature records changes made to a table so actions can be taken using that change data capture?,FALSE,Materialized View,Pipe,Stream,Task,,C,MANUAL
1271,1,easy,"Which system-defined, read-only view displays information on column lineage that specifies how data flows from source to target in a SQL write operation?",FALSE,ACCESS_HISTORY,LOAD_HISTORY,QUERY_HISTORY,COPY_HISTORY,,A,MANUAL
1272,2,hard,Who can create network policies within Snowflake? (Choose two.),TRUE,SYSADMIN only,ORGADMIN only,SECURITYADMIN or higher roles,A role with the CREATE NETWORK POLICY privilege,A role with the CREATE SECURITY INTEGRATION privilege,"C,D",MANUAL
1273,2,easy,Who can grant object privileges in a regular schema?,FALSE,Object owner,Schema owner,Database owner,SYSADMIN,,A,MANUAL
1274,4,easy,Which command can be used to list all the file formats for which a user has access privileges?,FALSE,LIST,ALTER FILE FORMAT,DESCRIBE FILE FORMAT,SHOW FILE FORMATS,,D,MANUAL
1275,1,medium,How many shares can be consumed by a single Data Consumer?,FALSE,1,10,"100, but can be increased by contacting support",Unlimited,,D,MANUAL
1276,3,medium,A Snowflake user runs a query for 36 seconds on a size 2XL virtual warehouse. What would be the credit consumption?,FALSE,Snowflake will charge for 36 seconds at the rate of 32 credits per hour.,Snowflake will charge for 36 seconds at the rate of 64 credits per hour.,Snowflake will charge for 60 seconds at the rate of 32 credits per hour.,Snowflake will charge for 60 seconds at the rate of 64 credits per hour.,,C,MANUAL
1277,4,easy,"Which Snowflake feature supports continuous, serverless data loading into tables as soon as new data arrives?",FALSE,Snowpark,SnowSQL,SnowCD,Snowpipe,,D,MANUAL
1278,3,easy,What is an advantage of using a multi-cluster virtual warehouse as compared to a single-cluster virtual warehouse in Snowflake?,FALSE,A user can auto-suspend a running warehouse due to inactivity.,A user can specify a warehouse size while configuring it for use.,A user can resize a warehouse at any time whether running or not.,A user can specify the maximum and minimum number of cluster(s).,,D,MANUAL
1279,3,medium,What value provides information about disk usage for operations where intermediate results do not fit in memory in a Query Profile?,FALSE,IO,Network,Pruning,Spilling,,D,MANUAL
1280,1,easy,"Regardless of which notation is used, what are considerations for writing the column name and element names when traversing semi-structured data?",FALSE,The column name and element names are both case-sensitive.,The column name and element names are both case-insensitive.,The column name is case-sensitive but element names are case-insensitive.,The column name is case-insensitive but element names are case-sensitive.,,D,MANUAL
1281,4,easy,Which Snowflake data type is used to store JSON key value pairs?,FALSE,TEXT,BINARY,STRING,VARIANT,,D,MANUAL
1282,2,easy,How are network policies defined in Snowflake?,FALSE,They are a set of rules that define the network routes within Snowflake.,They are a set of rules that dictate how Snowflake accounts can be used between multiple users.,They are a set of rules that define how data can be transferred between different Snowflake accounts within an organization.,They are a set of rules that control access to Snowflake accounts by specifying the IP addresses or ranges of IP addresses that are allowed to connect to Snowflake.,,D,MANUAL
1283,1,easy,What is the only supported character set for loading and unloading data from all supported file formats?,FALSE,UTF-8,UTF-16,ISO-8859-1,WINDOWS-1253,,A,MANUAL
1284,5,easy,Which function is used to convert rows in a relational table to a single VARIANT column?,FALSE,ARRAY_AGG,OBJECT_AGG,ARRAY_CONSTRUCT,OBJECT_CONSTRUCT,,D,MANUAL
1285,4,easy,Which command can be used to delete staged files from a Snowflake stage when the files are no longer needed?,FALSE,DELETE,DROP,REMOVE,TRUNCATE TABLE,,C,MANUAL
1286,3,easy,"A virtual warehouse initially suffers from poor performance as a result of queries from multiple concurrent processes that are queuing. Over time, the problem resolved. What action can be taken to prevent this from happening again?",FALSE,Increase the size of the virtual warehouse.,Add a cluster key to the most used JOIN key.,Change the multi-cluster settings to add additional clusters.,Enable the search optimization service for the underlying tables.,,C,MANUAL
1287,4,easy,What action can be performed using the GET command in Snowflake?,FALSE,Automatically rename downloaded files.,Automatically decrypt downloaded data on a client machine.,Download data files from Snowflake internal stages to a local directory/folder.,Download data files from Snowflake external stages to a local directory/folder.,,C,MANUAL
1288,6,medium,What is the lowest Snowflake edition that offers Time Travel up to 90 days?,FALSE,Standard Edition,Premier Edition,Enterprise Edition,Business Critical Edition,,C,MANUAL
1289,4,easy,Which validation option is the only one that supports the COPY INTO [location] command?,FALSE,RETURN_ROWS,RETURN_[n]_ROWS,RETURN_ERRORS,RETURN_ALL_ERRORS,,A,MANUAL
1290,4,easy,"What are the correct settings for column and element names, regardless of which notation is used while accessing elements in a JSON object?",FALSE,Both the column name and the element name are case-insensitive.,Both the column name and the element name are case-sensitive.,The column name is case-sensitive and the element names are case-insensitive.,The column name is case-insensitive and the element name is case-sensitive.,,D,MANUAL
1291,3,medium,How can the Query Profile be used to identify the costliest operator of a query?,FALSE,Select any node in the operator tree and look at the number of micro-partitions scanned.,Find the operator node with the highest fraction of time or percentage of total time.,Select the TableScan operator node and look at the percentage scanned from cache.,Look at the number of rows between operator nodes across the operator tree.,,B,MANUAL
1292,6,easy,"In order to access Snowflake Marketplace listings, who needs to accept the Snowflake Consumer Terms of Service?",FALSE,SYSADMIN,SECURITYADMIN,ACCOUNTADMIN,ORGADMIN,,C,MANUAL
1293,3,hard,Which statistics are displayed in a Query Profile that indicate that intermediate results do not fit in memory? (Choose two.),TRUE,Bytes scanned,Partitions scanned,Bytes spilled to local storage,Bytes spilled to remote storage,Percentage scanned from cache,"C,D",MANUAL
1294,4,easy,How can a dropped internal stage be restored?,FALSE,Enable Time Travel.,Clone the dropped stage.,Execute the UNDROP command.,Recreate the dropped stage.,,D,MANUAL
1295,1,hard,Which command line flags can be used to log into a Snowflake account using SnowSQL? (Choose two.),TRUE,-d,-o,-e,-a,-c,"A,D",MANUAL
1296,6,easy,What is a key benefit of using organizations in Snowflake?,FALSE,Ability to use ACCOUNT_USAGE views,Ability to use zero-copy cloning across accounts,Ability to consolidate account management and billing,Ability to access new releases for testing and validation purposes,,C,MANUAL
1297,2,easy,Which privilege is required on a virtual warehouse to abort any existing executing queries?,FALSE,USAGE,OPERATE,MODIFY,MONITOR,,B,MANUAL
1298,4,easy,Which command should be used to look into the validity of an XML object in Snowflake?,FALSE,XMLGET,TO_XML,PARSE_XML,CHECK_XML,,D,MANUAL
1299,3,medium,Which of the following statements are true about Schemas in Snowflake? (Choose two.),TRUE,A Schema may contain one or more Databases,A Database may contain one or more Schemas,A Schema is a logical grouping of Database Objects,Each Schema is contained within a Warehouse,,"B,C",MANUAL
1300,2,hard,Who can activate a network policy for users in a Snowflake account? (Choose two.),TRUE,ACCOUNTADMIN,USERADMIN,PUBLIC,SYSADMIN,Any role that has the global ATTACH POLICY privilege,"A,E",MANUAL
1301,3,hard,For which use cases is running a virtual warehouse required? (Choose two.),TRUE,When creating a table,When loading data into a table,When unloading data from a table,When executing a SHOW command,When executing a LIST command,"B,C",MANUAL
